issue,id,reporter,closed_by,created_at,updated_at,closed_at,state,assignee,milestone,comments,label_name,url,title,body
6965,281062528,mhvk,bsipocz,2017-12-11 15:41:06,2017-12-11 17:24:02,2017-12-11 17:24:02,closed,,,2,Bug;testing,https://api.github.com/repos/astropy/astropy/issues/6965,b'Deprecation warnings from ipython breaking test collection',"b""On my workstation (but oddly, not my laptop), I cannot seem to run tests any more as I get deprecation warnings from ipython using `async` and `await` internally. Not completely sure what to do about these - probably a newer version of ipython would resolve this, but on the other hand, astropy tests should not crash because of this.\r\n\r\n```\r\n_________________________________________________ ERROR collecting astropy/table/tests/test_jsviewer.py __________________________________________________\r\nastropy/table/tests/test_jsviewer.py:11: in <module>\r\n    import IPython  # pylint: disable=W0611\r\n/usr/lib/python3/dist-packages/IPython/__init__.py:48: in <module>\r\n    from .core.application import Application\r\n/usr/lib/python3/dist-packages/IPython/core/application.py:25: in <module>\r\n    from IPython.core import release, crashhandler\r\n/usr/lib/python3/dist-packages/IPython/core/crashhandler.py:28: in <module>\r\n    from IPython.core import ultratb\r\n/usr/lib/python3/dist-packages/IPython/core/ultratb.py:124: in <module>\r\n    from IPython.utils import path as util_path\r\n/usr/lib/python3/dist-packages/IPython/utils/path.py:18: in <module>\r\n    from IPython.utils.process import system\r\n/usr/lib/python3/dist-packages/IPython/utils/process.py:19: in <module>\r\n    from ._process_posix import system, getoutput, arg_split, check_pid\r\n/usr/lib/python3/dist-packages/IPython/utils/_process_posix.py:24: in <module>\r\n    import pexpect\r\n/usr/lib/python3/dist-packages/pexpect/__init__.py:75: in <module>\r\n    from .pty_spawn import spawn, spawnu\r\n/usr/lib/python3/dist-packages/pexpect/pty_spawn.py:14: in <module>\r\n    from .spawnbase import SpawnBase\r\nE   DeprecationWarning: 'async' and 'await' will become reserved keywords in Python 3.7\r\n```"""
6960,280760700,mhvk,larrybradley,2017-12-09 22:22:36,2017-12-12 15:31:19,2017-12-12 15:31:19,closed,larrybradley,,6,Bug;testing;visualization,https://api.github.com/repos/astropy/astropy/issues/6960,b'test of fits2bitmap (orientation) fails ',"b'Not sure how this can escape our testing, but on my machine I got an error with numpy 1.14.x for the following, and then found it failed more generally:\r\n```\r\n\r\nself = <astropy.visualization.scripts.tests.test_fits2bitmap.TestFits2Bitmap object at 0x7fe19af6ec88>\r\ntmpdir = local(\'/tmp/user/1000/pytest-of-mhvk/pytest-27/test_orientation0\')\r\n\r\n    def test_orientation(self, tmpdir):\r\n        """"""\r\n            Regression test to check the image vertical orientation/origin.\r\n            """"""\r\n    \r\n        filename = str(tmpdir.join(self.filename))\r\n        data = np.zeros((32, 32))\r\n        data[0:16, :] = 1.\r\n        fits.writeto(filename, data)\r\n        main([filename, \'-e\', \'0\'])\r\n    \r\n        img = mpimg.imread(filename.replace(\'.fits\', \'.png\'))\r\n>       assert img[0, 0, 0] == 0.\r\nE       assert 1.0 == 0.0\r\n\r\nastropy/visualization/scripts/tests/test_fits2bitmap.py:70: AssertionError\r\n```'"
6958,280731933,astrofrog,astrofrog,2017-12-09 16:15:29,2017-12-11 15:04:03,2017-12-11 15:04:03,closed,,,3,Bug;Close?;Docs;modeling,https://api.github.com/repos/astropy/astropy/issues/6958,b'Fitters are missing documentation on __call__',"b'See here:\r\n\r\n<img width=""720"" alt=""screen shot 2017-12-09 at 16 07 35"" src=""https://user-images.githubusercontent.com/314716/33797205-d5a8c680-dcfb-11e7-867b-444e46dea72f.png"">\r\n\r\n``__call__`` does have a docstring. I think the ``@fitter_unit_support`` decorator needs to be adapted to use ``wraps`` from astropy not from functools as I think the one from ``astropy.utils`` preserves docstrings.'"
6955,280637477,mhvk,saimn,2017-12-08 22:36:02,2017-12-11 15:44:54,2017-12-10 11:25:58,closed,,v2.0.3,9,Affects-release;Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/6955,b'Ensure FITS_rec can be indexed with a tuple even if it returns a scalar.',"b'While investigating numpy-dev failures, I noticed one of them was caused by indexing a `FITS_rec` instance with a tuple of the form `(number,)`, i.e., one that just returns a scalar. This causes a failure (see below) because the `__getitem__` code assumes any tuple key will return a view on the original array (another example of why one should not LBYL but rather EAFP...). This fixes the problem, though scalar lookup will now become somewhat more expensive (probably, a real fix would be to deal with the reference issues that force one to go through the current hoops).\r\n\r\n```\r\nimport numpy as np\r\nfrom astropy.io.fits import FITS_rec\r\nx = np.array([(1.0, 2), (3.0, 4)], dtype=[(\'x\', float), (\'y\', int)]).view(FITS_rec)\r\nx[1,]\r\n---------------------------------------------------------------------------\r\nAttributeError                            Traceback (most recent call last)\r\n<ipython-input-1-aacf971fccce> in <module>()\r\n      2 from astropy.io.fits import FITS_rec\r\n      3 x = np.array([(1.0, 2), (3.0, 4)], dtype=[(\'x\', float), (\'y\', int)]).view(FITS_rec)\r\n----> 4 x[1,]\r\n\r\n/usr/lib/python3/dist-packages/astropy/io/fits/fitsrec.py in __getitem__(self, key)\r\n    490             subtype = type(self)\r\n    491             out = self.view(np.recarray).__getitem__(key).view(subtype)\r\n--> 492             out._coldefs = ColDefs(self._coldefs)\r\n    493             arrays = []\r\n    494             out._converted = {}\r\n\r\n/usr/lib/python3/dist-packages/numpy/core/records.py in __setattr__(self, attr, val)\r\n    265             else:\r\n    266                 raise AttributeError(""\'record\' object has no ""\r\n--> 267                         ""attribute \'%s\'"" % attr)\r\n    268 \r\n    269     def __getitem__(self, indx):\r\n\r\nAttributeError: \'record\' object has no attribute \'_coldefs\'\r\n```'"
6953,280557345,pllim,bsipocz,2017-12-08 17:12:40,2017-12-11 21:28:59,2017-12-09 16:45:15,closed,,v2.0.3,4,Bug;coordinates;no-changelog-entry-needed,https://api.github.com/repos/astropy/astropy/issues/6953,b'Use broadcast_to from compat for Numpy 1.9',b'`np.broadcast_to` is new in Numpy 1.10.\r\n\r\nxref #6918'
6937,279950892,saimn,saimn,2017-12-06 23:59:15,2017-12-21 14:06:24,2017-12-21 14:06:24,closed,,,6,Affects-release;Bug;Effort-low;Package-novice;io.fits,https://api.github.com/repos/astropy/astropy/issues/6937,b'tabledump is broken when the output file is not specified',"b""It seems that previously an HDU could access to its parent HDUList with a `_HDUList__file` attribute, and this was used to get the `filename`. I think the simplest solution would be to make the output file mandatory (`datafile`).\r\n\r\n```\r\nIn [3]: fits.tabledump('astropy/io/fits/tests/data/tb.fits')\r\n---------------------------------------------------------------------------\r\nAttributeError                            Traceback (most recent call last)\r\n<ipython-input-3-c48651aaf53f> in <module>()\r\n----> 1 fits.tabledump('astropy/io/fits/tests/data/tb.fits')\r\n\r\n~/dev/astropy/astropy/utils/decorators.py in wrapper(*args, **kwargs)\r\n    485                         # one with the name of the new argument to the function\r\n    486                         kwargs[new_name[i]] = value\r\n--> 487             return function(*args, **kwargs)\r\n    488 \r\n    489         return wrapper\r\n\r\n~/dev/astropy/astropy/io/fits/convenience.py in tabledump(filename, datafile, cdfile, hfile, ext, overwrite)\r\n    888             # TODO: Really need to provide a better way to access the name of\r\n    889             # any files underlying an HDU\r\n--> 890             root, tail = os.path.splitext(f._HDUList__file.name)\r\n    891             datafile = root + '_' + repr(ext) + '.txt'\r\n    892 \r\n\r\nAttributeError: 'HDUList' object has no attribute '_HDUList__file'\r\n```"""
6936,279888850,drdavella,pllim,2017-12-06 20:06:57,2018-01-23 18:58:23,2018-01-23 18:58:23,closed,,v2.0.4,1,Bug;testing;wont-fix,https://api.github.com/repos/astropy/astropy/issues/6936,b'Running tests directly from pytest is still broken on v2.0.x',"b""The problem with running tests directly with the `pytest` command was reported in #6424. It was fixed for 3.0 as a consequence of #6606.\r\n\r\nHowever, this still doesn't work for the `v2.0.x` series, even though we have backported some testing-related changes. I don't think this is worth addressing at this point, but I am making an issue here as a record for posterity. Feel free to close.\r\n\r\ncc @bsipocz \r\n"""
6934,279773494,Cadair,mhvk,2017-12-06 14:32:00,2017-12-08 00:02:27,2017-12-07 14:22:06,closed,,v2.0.3,5,Bug;constants;no-changelog-entry-needed,https://api.github.com/repos/astropy/astropy/issues/6934,b'fix truth value of Quantity is ambiguous warning',"b'The truth value of a Quantity now raises a warning, which was being triggered by having one on the LHS of the `or` statement.'"
6921,278506142,astrofrog,saimn,2017-12-01 15:42:56,2018-01-15 21:21:14,2018-01-15 21:21:14,closed,,,3,Affects-release;Bug;Effort-low;Package-intermediate;io.fits,https://api.github.com/repos/astropy/astropy/issues/6921,b'Possible bug in io.fits related to D exponents',"b""I came across the following code in ``fitsrec.py``:\r\n\r\n```python\r\n        # Replace exponent separator in floating point numbers\r\n        if 'D' in format:\r\n            output_field.replace(encode_ascii('E'), encode_ascii('D'))\r\n```\r\n\r\nI think this may be incorrect because as far as I can tell ``replace`` is not an in-place operation for ``chararray`` (it returns a copy). Commenting out this code doesn't cause any tests to fail so I think this code isn't being tested anyway."""
6905,277595277,larrybradley,crawfordsm,2017-11-29 01:13:26,2017-12-05 20:11:51,2017-12-05 19:01:06,closed,,v2.0.3,6,Affects-release;Bug;stats,https://api.github.com/repos/astropy/astropy/issues/6905,b'Cast input data as np.float64 in biweight functions',"b'I often see floating underflows/overflows in the biweight stat functions when using float32 arrays.  This PR casts the input arrays as float64, which prevents the runtime warnings.\r\n\r\nThis is more a fix than a feature, so I set the milestone as 2.0.3 -- feel free to change.  Also, is a changelog necessary for this small change?'"
6903,277500057,mhvk,astrofrog,2017-11-28 18:59:03,2017-11-29 15:15:57,2017-11-28 22:53:43,closed,,v3.0.0,3,Bug;time,https://api.github.com/repos/astropy/astropy/issues/6903,b'Ensure Time can read byte arrays with items of unequal length.',"b""Before this PR, this broke because the two byte strings were of unequal length:\r\n```\r\nTime([b'2012-01-01', b'2012-01-01T00:00:00']) \r\n```"""
6899,276852790,taldcroft,mhvk,2017-11-26 20:16:47,2017-12-09 19:34:19,2017-11-27 21:09:07,closed,,v2.0.3,8,Affects-release;Bug;table,https://api.github.com/repos/astropy/astropy/issues/6899,b'Fix problem comparing unicode to bytes masked column (#6838)',b'This PR addresses #6838 and #6839.  The first appears to be an upstream problem in numpy MaskedArray (see #6838 comments).  This PR improves testing and implements a narrow fix for the only case that previously failed.  For #6839 there was an issue that the encoding dropped the masked array.  Fixing this required the fix for #6838 so they are combined in one PR.\r\n\r\nFixes #6838 \r\nFixed #6839\r\n'
6887,275884453,kgabor,drdavella,2017-11-21 22:40:24,2018-01-24 19:21:53,2018-01-24 19:21:53,closed,,,1,Affects-release;Bug;io.fits;table,https://api.github.com/repos/astropy/astropy/issues/6887,b'Changes to integer column values with bzero set in opened fits tables are not written back to file',"b'```python\r\n# Python 3.4.3 (default, Nov 17 2016, 01:08:31) \r\nimport numpy as np\r\nimport astropy\r\nfrom astropy.io import fits as pf\r\nprint (astropy.__version__ , np.__version__)\r\n```\r\n\r\n    2.0.2 1.13.3\r\n\r\n```python\r\nc1=pf.Column(name=\'c1\',array=np.array([1],dtype=\'>i2\'),format=\'1I\',bscale = 1,bzero = 32768)\r\nS=pf.HDUList([pf.PrimaryHDU(),pf.BinTableHDU.from_columns([c1])])\r\nprint(""S="",S[1].data)\r\n# Change value in memory\r\nS[1].data[\'c1\'][0]=2\r\nprint(""S="",S[1].data)\r\nprint(S[1].columns)\r\nS.writeto(""a.fits"")\r\nS.close()\r\n```\r\n    S= [(1,)]\r\n    S= [(2,)]\r\n    ColDefs(\r\n        name = \'c1\'; format = \'1I\'; bscale = 1; bzero = 32768\r\n    )\r\n\r\n```python\r\nX=pf.open(""a.fits"")\r\nprint(""a.fits="",X[1].data)\r\nprint(X[1].columns)\r\n\r\n# Change value in memory\r\nX[1].data[\'c1\'][0]=10\r\nprint(""X="",X[1].data)\r\n\r\n# Write back to file\r\nX.writeto(""b.fits"")\r\nX.close()\r\n\r\n#Now check the file\r\nprint(""b.fits="",pf.open(""b.fits"")[1].data)\r\n```\r\n\r\n    a.fits= [(     2,)]\r\n    ColDefs(\r\n        name = \'c1\'; format = \'1I\'; bscale = 1; bzero = 32768\r\n    )\r\n    X= [(    10,)]\r\n    b.fits= [(     2,)]\r\n\r\nSo if we read in a fits file with bzero set in one column that column can be changed in memory but this is not written back to file by HDUList.writeto(). In case of multiple columns, string and float column changes are written out properly. Without the bzero argument, changes are written out properly.'"
6885,275854477,drdavella,bsipocz,2017-11-21 20:47:13,2017-11-21 22:49:12,2017-11-21 22:17:05,closed,,v3.0.0,3,Bug;no-changelog-entry-needed;testing,https://api.github.com/repos/astropy/astropy/issues/6885,b'Do not use --pyargs by default in setup.cfg',"b'This should fix #6884. The `--pyargs` argument was left over from an earlier iteration of the test refactoring, and is no longer necessary. Its presence does not appear to cause an issue on newer versions of python and pytest, but it does apparently cause problems on Py35.'"
6884,275851387,eteq,bsipocz,2017-11-21 20:35:47,2017-11-21 22:17:05,2017-11-21 22:17:05,closed,drdavella,,1,Affects-dev;Bug;Python3;testing,https://api.github.com/repos/astropy/astropy/issues/6884,b'test runner with -t option fails on python 3.5',"b'Sometime in the last month or so, *something* has caused the ``-t`` command on the test runner to start failing in Python 3.5.  I\'ve included a test run below.  A few relevant facts:\r\n\r\n* It happens on Pytest 3.1.2 or 3.2.1\r\n* It does *not* seem to happen if you give a path to a directory instead of a file.  E.g., the traceback below is for ``python setup.py test -t astropy/io/fits/tests/test_checksum.py``, but ``python setup.py test -t astropy/io/fits/tests`` works just fine.\r\n* It works on Python 3.6.x\r\n* It happens pretty much anywhere in the test suite, but the fail is always wherever the first relative import is.\r\n\r\n```\r\nplatform darwin -- Python 3.5.2, pytest-3.1.1, py-1.4.32, pluggy-0.4.0\r\n\r\nRunning tests with Astropy version 3.0.dev20678.\r\nRunning tests in astropy/io/fits/tests/test_checksum.py.\r\n\r\n...\r\n\r\nplugins: doctestplus-0.1.1, openfiles-0.1.0, remotedata-0.2.0\r\nINTERNALERROR> Traceback (most recent call last):\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 105, in wrap_session\r\nINTERNALERROR>     session.exitstatus = doit(config, session) or 0\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 140, in _main\r\nINTERNALERROR>     config.hook.pytest_collection(session=session)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/vendored_packages/pluggy.py"", line 745, in __call__\r\nINTERNALERROR>     return self._hookexec(self, self._nonwrappers + self._wrappers, kwargs)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/vendored_packages/pluggy.py"", line 339, in _hookexec\r\nINTERNALERROR>     return self._inner_hookexec(hook, methods, kwargs)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/vendored_packages/pluggy.py"", line 334, in <lambda>\r\nINTERNALERROR>     _MultiCall(methods, kwargs, hook.spec_opts).execute()\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/vendored_packages/pluggy.py"", line 614, in execute\r\nINTERNALERROR>     res = hook_impl.function(*args)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 150, in pytest_collection\r\nINTERNALERROR>     return session.perform_collect()\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 604, in perform_collect\r\nINTERNALERROR>     items = self._perform_collect(args, genitems)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 623, in _perform_collect\r\nINTERNALERROR>     parts = self._parsearg(arg)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 717, in _parsearg\r\nINTERNALERROR>     parts[0] = self._tryconvertpyarg(parts[0])\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/main.py"", line 697, in _tryconvertpyarg\r\nINTERNALERROR>     loader = pkgutil.find_loader(x)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/pkgutil.py"", line 485, in find_loader\r\nINTERNALERROR>     spec = importlib.util.find_spec(fullname)\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/importlib/util.py"", line 88, in find_spec\r\nINTERNALERROR>     parent = __import__(parent_name, fromlist=[\'__path__\'])\r\nINTERNALERROR>   File ""<frozen importlib._bootstrap>"", line 969, in _find_and_load\r\nINTERNALERROR>   File ""<frozen importlib._bootstrap>"", line 958, in _find_and_load_unlocked\r\nINTERNALERROR>   File ""<frozen importlib._bootstrap>"", line 664, in _load_unlocked\r\nINTERNALERROR>   File ""<frozen importlib._bootstrap>"", line 634, in _load_backward_compatible\r\nINTERNALERROR>   File ""/Users/erik/miniconda3/lib/python3.5/site-packages/_pytest/assertion/rewrite.py"", line 216, in load_module\r\nINTERNALERROR>     py.builtin.exec_(co, mod.__dict__)\r\nINTERNALERROR>   File ""/private/var/folders/7_/0n3gbrls1sb2vn6xjprw8c280000gn/T/astropy-test-kk0nqpm2/lib.macosx-10.6-x86_64-3.5/astropy/io/fits/tests/test_checksum.py"", line 9, in <module>\r\nINTERNALERROR>     from .test_table import comparerecords\r\nINTERNALERROR> SystemError: Parent module \'\' not loaded, cannot perform relative import\r\n```\r\n'"
6862,274505318,nabobalis,saimn,2017-11-16 12:52:31,2017-12-04 11:42:27,2017-12-04 11:39:16,closed,,,8,Affects-dev;Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/6862,b'Gzipped FITS BinTableHDU readonly now',"b""Recently, we noticed a test failure within SunPy against astropy master.\r\n\r\nWe have a test that opens a gzipped fits file and makes some adjusts to the data to remove potential bad values. We get that\r\n\r\n```python \r\nValueError: assignment destination is read-only\r\n```\r\n\r\nThis seems to only occur for any FITS data that is returned with a astropy.io.fits.hdu.table.BinTableHDU, astropy.io.fits.hdu.image.PrimaryHDU are unaffected by this. \r\n\r\nExample would be:\r\n\r\n```python\r\nfrom astropy.io import fits\r\nafile = fits.open('go1520120601.fits.gz') #from https://github.com/sunpy/sunpy/blob/master/sunpy/data/test/go1520120601.fits.gz\r\nprint(afile)\r\n#[<astropy.io.fits.hdu.image.PrimaryHDU object at 0x7fbc7c00fc88>, \r\n#<astropy.io.fits.hdu.table.BinTableHDU object at 0x7fbc7c018080>,\r\n#<astropy.io.fits.hdu.table.BinTableHDU object at 0x7fbc7a5975f8>,\r\n#<astropy.io.fits.hdu.table.BinTableHDU object at 0x7fbc7a5a1438>]\r\nafile[1].data[0][0][0][0] = 2\r\n# ValueError: assignment destination is read-only\r\n```\r\n\r\nIs this intended behaviour? """
6851,273904933,pllim,pllim,2017-11-14 18:59:15,2017-11-14 21:14:19,2017-11-14 21:14:16,closed,,v3.0.0,4,Affects-release;Bug;io.votable;no-changelog-entry-needed;testing,https://api.github.com/repos/astropy/astropy/issues/6851,b'Address difflib TypeError in vo_test',"b""Address `difflib` `TypeError` in `vo_test.py` as reported in #6850 . This bug is unrelated to Numpy dev but rather manifests itself during testing with Numpy dev due to floating point differences, which triggered it.\r\n\r\n@mhvk , there is no other people listed for `io.votable`, so I have volunteered you as a tribute (reviewer) since this is remotely related to Numpy dev stuff.\r\n\r\n@bsipocz , I tentatively milestoned this to 3.0 because I don't think it is critical enough for 2.x. But feel free to re-milestone if you disagree."""
6844,273496671,larrybradley,larrybradley,2017-11-13 16:40:57,2017-11-14 04:27:08,2017-11-14 04:27:04,closed,,v2.0.3,6,Affects-release;Bug;merge-when-ci-passes;visualization,https://api.github.com/repos/astropy/astropy/issues/6844,b'Fix image vertical orientation in fits2bitmap script',"b'Fixes #6841.\r\n\r\nThanks for reporting this, @cdeil!'"
6841,273409185,cdeil,larrybradley,2017-11-13 12:15:55,2017-11-14 04:27:04,2017-11-14 04:27:04,closed,,,2,Affects-release;Bug;visualization,https://api.github.com/repos/astropy/astropy/issues/6841,b'Vertical image orientation flip in fits2bitmap',"b'I find that `fits2bitmap` results in images that have the output vertical orientation flipped wrt. how the FITS image appears by default in DS9.\r\n\r\n@larrybradley - Is this on purpose or by accident? Change orientation to match?\r\n\r\nTo reproduce:\r\n```\r\nwget http://data.astropy.org/tutorials/FITS-images/HorseHead.fits\r\nfits2bitmap HorseHead.fits\r\n```\r\nWith `ds9 HorseHead.fits` the horsie is looking up:\r\n![ds9](https://user-images.githubusercontent.com/852409/32725247-9c5d902c-c874-11e7-912c-8ace7767f9ad.png)\r\n\r\nWith `open HorseHead.png`, i.e. the `fits2bitmap` output, the horsie is looking down:\r\n![fits2bitmap](https://user-images.githubusercontent.com/852409/32725272-b2ae84a8-c874-11e7-9a07-340f4abfda5d.png)\r\n'"
6839,273226111,astrofrog,mhvk,2017-11-12 12:42:06,2017-11-27 21:09:06,2017-11-27 21:09:06,closed,,,1,Bug;table,https://api.github.com/repos/astropy/astropy/issues/6839,b'Bug in Table with unicode sandwich when dealing with masked columns',"b""When comparing masked columns in bytes and unicode, the result is different when comparing two unicode columns compared to comparing a unicode and a bytes column:\r\n\r\n```python\r\nIn [1]: from astropy.table import Table\r\n   ...: \r\n\r\nIn [2]: t1 = Table(masked=True)\r\n   ...: t1['a'] = ['z', 'b', 'c']\r\n   ...: t1['a'].mask = [1, 0, 0]\r\n   ...: t2 = Table(masked=True)\r\n   ...: t2['a'] = ['a', 'b', 'c']\r\n   ...: \r\n\r\nIn [3]: t2['a'] == t1['a']\r\nOut[3]: \r\nmasked_array(data = [-- True True],\r\n             mask = [ True False False],\r\n       fill_value = True)\r\n\r\nIn [4]: t1 = Table(masked=True)\r\n   ...: t1['a'] = ['z', 'b', 'c']\r\n   ...: t1['a'].mask = [1, 0, 0]\r\n   ...: t2 = Table(masked=True)\r\n   ...: t2['a'] = [b'a', b'b', b'c']\r\n   ...: \r\n\r\nIn [5]: t2['a'] == t1['a']\r\nOut[5]: \r\nmasked_array(data = [False True True],\r\n             mask = [False False False],\r\n       fill_value = True)\r\n```\r\n\r\nIn the second case, the first mask item should be ``True``. This is a separate issue from https://github.com/astropy/astropy/issues/6838 (but I had to do ``t2['a'] == t1['a']`` instead of ``t1['a'] == t2['a']`` to avoid running into that issue).\r\n\r\ncc @taldcroft @mhvk"""
6838,273224646,astrofrog,mhvk,2017-11-12 12:15:57,2017-12-11 14:46:14,2017-11-27 21:09:06,closed,,,6,Bug;table,https://api.github.com/repos/astropy/astropy/issues/6838,b'Bug in Table with unicode sandwich related to order of comparison',"b""The following example demonstrates an issue when comparing a string column with a bytes column:\r\n\r\n```python\r\nIn [64]: t1 = Table(masked=True)\r\n\r\nIn [65]: t1['a'] = ['a', 'b', 'c']\r\n\r\nIn [66]: t2 = Table(masked=True)\r\n\r\nIn [67]: t2['a'] = [b'a', b'b', b'c']\r\n\r\nIn [68]: t1['a'] == t2['a']\r\n---------------------------------------------------------------------------\r\nAttributeError                            Traceback (most recent call last)\r\n<ipython-input-68-372e9d1afaab> in <module>()\r\n----> 1 t1['a'] == t2['a']\r\n\r\n~/Dropbox/Code/Astropy/astropy/astropy/table/column.py in _compare(self, other)\r\n    938             if self.dtype.char == 'S':\r\n    939                 other = self._encode_str(other)\r\n--> 940             return getattr(self.data, oper)(other)\r\n    941         return _compare\r\n    942 \r\n\r\n~/miniconda3/envs/dev/lib/python3.6/site-packages/numpy/ma/core.py in __eq__(self, other)\r\n   3909         else:\r\n   3910             odata = filled(other, 0)\r\n-> 3911             check = self.filled(0).__eq__(odata).view(type(self))\r\n   3912             if self._mask is nomask:\r\n   3913                 check._mask = omask\r\n\r\nAttributeError: 'NotImplementedType' object has no attribute 'view'\r\n\r\nIn [69]: t2['a'] == t1['a']\r\nOut[69]: \r\nmasked_array(data = [True True True],\r\n             mask = [False False False],\r\n       fill_value = True)\r\n```\r\n\r\nThe expected result is that ``t1['a'] == t2['a']`` should be equal to ``t2['a'] == t1['a']``\r\n\r\ncc @taldcroft @mhvk"""
6834,273068455,agowardhan,agowardhan,2017-11-10 21:40:26,2017-12-18 12:08:19,2017-12-15 15:32:49,closed,,,6,Affects-release;Bug;io.fits,https://api.github.com/repos/astropy/astropy/issues/6834,b'Fix fitsdiff with a directory argument',b'os.path.abspath(f) gets the absolute path from the current directory (without checking if file exists) rather than os.path.abspath(path/f) which is needed. \r\n\r\nEDIT: Fix #6760 '
6832,272978097,mhvk,mhvk,2017-11-10 15:58:24,2017-11-10 17:14:17,2017-11-10 17:14:17,closed,,v2.0.3,4,Affects-release;Bug;time,https://api.github.com/repos/astropy/astropy/issues/6832,b'Ensure byte-valued Column inputs to Time are possible.',"b'For this purpose, convert all input elements using vectorize rather than nditer, to avoid coercion to arrays and thus allow Column.__getitem__ to do conversion from bytes to string.\r\n\r\nThis is an alternative to #6823, probably better as less intrusive and more targeted.\r\n\r\nThis is helpful for #6821.\r\n'"
6825,272702512,pllim,pllim,2017-11-09 20:00:11,2017-11-09 20:47:39,2017-11-09 20:47:39,closed,,,0,Bug;Docs,https://api.github.com/repos/astropy/astropy/issues/6825,b'RTD build is broken',"b'For example: https://readthedocs.org/projects/astropy/builds/6242940/\r\n```\r\nException occurred:\r\n  File "".../astropy/tests/helper.py"", line 14, in <module>\r\n    import pytest\r\nModuleNotFoundError: No module named \'pytest\'\r\n```\r\n\r\nLast successful build was 2 days and 11 hours ago.'"
6824,272666247,mhvk,mhvk,2017-11-09 18:12:56,2017-12-22 21:09:44,2017-12-22 21:09:44,closed,,v3.0.0,1,Affects-release;Bug;numpy-dev,https://api.github.com/repos/astropy/astropy/issues/6824,b'More format changes in numpy-dev',"b'Once the final format changes are in for `numpy-dev` (e.g., https://github.com/numpy/numpy/pull/9332), another round of editing of doctests will be needed...'"
6823,272653093,mhvk,taldcroft,2017-11-09 17:29:12,2017-11-27 14:55:03,2017-11-25 16:20:34,closed,,v3.0.0,21,Affects-release;Bug;time,https://api.github.com/repos/astropy/astropy/issues/6823,"b""Time allow initialization with bytes or dtype='S' ndarray input""","b""Currently, if we pass a `Column` with `dtype='S'` to `Time`, this raises an error even though `Column` itself knows how to translate the bytes to strings. The problem is that in iterating over the column using `np.nditer`, the input is treated as a regular array. There are two possible solutions: use the `multi_index` of the iterator to get the item, so that `Column.__getitem__` can return a string, or just being more generally accepting of bytes input, and treating it as ascii. In this PR, I took the latter approach, as it was simpler and I didn't really see a downside to it.\r\n\r\nThis is helpful for #6821.\r\n"""
6815,271938962,hrishikeshgoyal,hrishikeshgoyal,2017-11-07 18:39:40,2017-11-07 23:40:44,2017-11-07 19:08:17,closed,,,2,Affects-release;Bug;table,https://api.github.com/repos/astropy/astropy/issues/6815,"b'Fixed the issue #6791, allowing Columns in hstack table operation.'",b'Allowed Columns to appear in list of tables argument to be passed in hstack.\r\nspecial handling of column object in the list of tables is required.. to avoid that.. I table out of every single column object present in the table list.\r\n\r\nEDIT: Fix #6791 '
6812,271626949,taldcroft,mhvk,2017-11-06 21:29:35,2017-12-14 16:20:03,2017-11-07 19:04:46,closed,,v3.0.0,4,Affects-dev;Bug;table,https://api.github.com/repos/astropy/astropy/issues/6812,b'Fix problem where bad column format is not reverted',"b'#6385 added code to validate `format` when it is set, but in the mean time the expected `TypeError` got changed to a `ValueError`.  The unit testing of this just checks for a `ValueError` but does not check that the `format` got reverted.\r\n```\r\n        try:\r\n            # test whether it formats without error exemplarily\r\n            self.pformat(max_lines=1)\r\n        except TypeError as err:\r\n            # revert to restore previous format if there was one\r\n            self._format = prev_format\r\n            raise ValueError(\r\n                ""Invalid format for column \'{0}\': could not display ""\r\n                ""values in this column using this format ({1})"".format(\r\n                    self.name, err.args[0]))\r\n```\r\n'"
